USA,Australia,UK ,Canada,Cyprus,Czechia,Denmark,Netherlands,UAE,Estonia,Finland,France,Germany,Italy,Iran,Israel,Latvia,Norway,Poland,Russia,Slovakia,Spain,South Africa,South Korea,USSR,Sweden,Switzerland,Turkiye,Ukraine,Yugoslavia,Unknown origin,Total
660,22       ,140,17    ,2     ,15     ,2      ,62         ,5  ,3      ,6      ,26    ,70     ,20   ,0   ,1     ,6     ,2     ,54    ,289   ,2       ,4    ,4           ,0          ,2758,27    ,1          ,42     ,872    ,5         ,246           ,5363

