Trucks,Ambulance,mineclearing,mobile commandposts,engineering,recovery and maintenance,mobile rocket launchers,Other AFVs,SPGs,Anti Air,IMVs,APCs,MRAPs,IFVs,Tanks,Total
777   ,62       ,15          ,37                 ,59         ,37                      ,66                     ,218       ,325 ,151     ,662 ,557 ,202  ,761 ,780  ,4506

