Trucks,Ambulance,mineclearing,mobile commandposts,engineering,recovery and maintenance,mobile rocket launchers,Other AFVs,SPGs,Anti Air,IMVs,APCs,MRAPs,IFVs,Tanks,Total
2698  ,20       ,44          ,284                ,211        ,162                     ,264                    ,329       ,560 ,238     ,306 ,1862,51   ,2874,2709 ,12543

