USA,Australia,UK,Canada,Cyprus,Czechia,Denmark,Netherlands,UAE,Estonia,Finland,France,Germany,Italy,Iran,Israel,Latvia,Norway,Poland,Russia,Slovakia,Spain,South Africa,South Korea,USSR,Sweden,Switzerland,Turkiye,Ukraine,Yugoslavia,Unknown origin,Total
1  ,0        ,0 ,0     ,0     ,1      ,0      ,0          ,0  ,0      ,0      ,7     ,0      ,29   ,1   ,4     ,0     ,0     ,0     ,3755  ,0       ,0    ,0           ,0          ,9240,0     ,0          ,0      ,49     ,0         ,642           ,13729

